StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q13,Q14,Q18,Q15,Q16,Q17,Q1,Q2,Q3,Q4,Q5,Q6
3/22/2023 13:36,3/22/2023 13:40,IP Address,206.87.236.128,100,197,TRUE,3/22/2023 13:40,R_22rioc2Eq3b7Ids,,,,,49.4635,-122.822,anonymous,EN,L22 (Tuesday AM),Max Botsis,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
3/22/2023 14:47,3/22/2023 14:49,IP Address,128.189.89.212,100,101,TRUE,3/22/2023 14:49,R_3FeDUEpTDyyJS81,,,,,49.4635,-122.822,anonymous,EN,L24 (Wednesday AM),,,TA12,,,,Strongly Agree,Agree,Agree,Agree,Agree,
3/22/2023 15:10,3/22/2023 15:11,IP Address,128.189.78.14,100,58,TRUE,3/22/2023 15:11,R_1dn0NAeJfLHwmFz,,,,,49.2666,-123.1976,anonymous,EN,L27 (Thursday PM),,,,,,TA7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,He was always very kind and helpful during the labs. I have no suggestions for improvement.
3/22/2023 15:19,3/22/2023 15:20,IP Address,206.87.234.190,100,53,TRUE,3/22/2023 15:20,R_2qE6zqTQsNekIur,,,,,49.4635,-122.822,anonymous,EN,L27 (Thursday PM),,,,,,TA3,Agree,Disagree,Neutral,Strongly Agree,Neutral,
3/22/2023 17:29,3/22/2023 17:31,IP Address,72.143.233.73,100,145,TRUE,3/22/2023 17:31,R_1rGn4VMbUxhEQKI,,,,,49.245,-123.1337,anonymous,EN,L23 (Tuesday PM),,TA13,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/22/2023 18:07,3/22/2023 18:09,IP Address,206.12.165.126,100,124,TRUE,3/22/2023 18:09,R_3esiAnBUlgiJ2Q2,,,,,49.2492,-123.1924,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Strongly Agree,Agree,Agree,Agree,Agree,'- She was so helpful!! she was effective in asking good questions to engage me and when I didnt know certain answers was very helpful in explaining them. 
3/22/2023 18:25,3/22/2023 18:29,IP Address,209.52.88.108,100,233,TRUE,3/22/2023 18:29,R_1gklqYIjT0pOQo5,,,,,49.2372,-123.037,anonymous,EN,L25 (Wednesday PM),,,,TA14,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"He  was one of the most helpful TA's I have met thus far. He was considerate of his students, and provided helpful advice and guidance to not only allow students to get to the answer, but to expand their critical thinking about the experiment or chemistry in general. "
3/22/2023 18:44,3/22/2023 18:45,IP Address,128.189.151.218,100,36,TRUE,3/22/2023 18:45,R_ODb6h6EU6wmfnYR,,,,,49.4635,-122.822,anonymous,EN,L24 (Wednesday AM),,,TA15,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
3/22/2023 20:12,3/22/2023 20:13,IP Address,174.6.132.69,100,72,TRUE,3/22/2023 20:13,R_cD3c9XIFtVN1y5r,,,,,49.1836,-123.1164,anonymous,EN,L23 (Tuesday PM),,TA3,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
3/22/2023 20:11,3/22/2023 20:15,IP Address,154.5.222.110,100,228,TRUE,3/22/2023 20:15,R_UXZBuFaJkuIWquB,,,,,49.3351,-123.1981,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Marking scheme ambiguous and often seems she was lurking solely to find a reason to justify the inevitable loss of technique marks. Didn't feel comfortable asking any questions as I knew it would result in an even lower technique mark.
3/22/2023 20:19,3/22/2023 20:24,IP Address,50.68.27.32,100,244,TRUE,3/22/2023 20:24,R_3oHKPsje7mlr2Pr,,,,,49.2372,-123.037,anonymous,EN,L27 (Thursday PM),,,,,,TA1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
3/22/2023 22:08,3/22/2023 22:09,IP Address,50.92.132.108,100,98,TRUE,3/22/2023 22:09,R_2S1CRSeUkR68oAQ,,,,,49.2372,-123.037,anonymous,EN,L24 (Wednesday AM),,,TA12,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,She was helpful and non-judgemental
3/22/2023 22:34,3/22/2023 22:37,IP Address,108.172.217.34,100,158,TRUE,3/22/2023 22:37,R_3spnRyGZdV6cKY5,,,,,49.2293,-123.1882,anonymous,EN,L25 (Wednesday PM),,,,TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
3/22/2023 22:43,3/22/2023 22:45,IP Address,70.79.233.124,100,85,TRUE,3/22/2023 22:45,R_3O6pHVt4XfZt8Df,,,,,49.1617,-123.175,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Agree,Agree,Strongly Agree,Agree,Agree,
3/23/2023 0:08,3/23/2023 0:08,IP Address,70.79.129.103,100,24,TRUE,3/23/2023 0:08,R_22mC4cvpeQagscu,,,,,49.4635,-122.822,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/23/2023 1:46,3/23/2023 1:46,IP Address,184.70.26.214,100,48,TRUE,3/23/2023 1:46,R_1mFuDwURlb0XRck,,,,,49.2514,-123.0972,anonymous,EN,L24 (Wednesday AM),,,TA15,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree," He is very attentive to his students and he always helps when we have questions or want clarification. For some experiments, He was asking us ""theory"" questions that tested our understanding of the procedure - what each step of the experiment does - and for me answering those questions was an effective learning experience. Overall, I think He is a great teaching assistant as he is a fair grader, kind and patient and always has answers to our questions. "
3/23/2023 9:52,3/23/2023 9:54,IP Address,128.189.141.246,100,127,TRUE,3/23/2023 9:54,R_3n7MtL7qK0UUH09,,,,,49.4635,-122.822,anonymous,EN,L22 (Tuesday AM),Max Botsis,,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,He was always very kind and helpful during the labs. I have no suggestions for improvement.
3/23/2023 13:56,3/23/2023 14:01,IP Address,128.189.89.40,100,257,TRUE,3/23/2023 14:01,R_3k6XzEWLV8P9O9l,,,,,49.4635,-122.822,anonymous,EN,L23 (Tuesday PM),,TA6,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,She was helpful and non-judgemental
3/23/2023 17:02,3/23/2023 17:18,IP Address,128.189.171.166,100,975,TRUE,3/23/2023 17:18,R_3GxCy5wZG12peO6,,,,,49.4635,-122.822,anonymous,EN,L26 (Thursday AM),,,,,TA1,,Strongly Agree,Agree,Agree,Agree,Agree,
3/23/2023 17:14,3/23/2023 17:20,IP Address,128.189.90.220,100,377,TRUE,3/23/2023 17:20,R_3F2GQEFLG2FUokB,,,,,49.4635,-122.822,anonymous,EN,L22 (Tuesday AM),Andrew Kukor,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was really approachable and easy to talk to. She also gave really good advice when problems arose during my experiements!
3/23/2023 22:50,3/23/2023 22:57,IP Address,50.68.216.105,100,412,TRUE,3/23/2023 22:57,R_2Cs9XXokYJJamIS,,,,,49.3656,-122.9973,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,
3/24/2023 15:17,3/24/2023 15:18,IP Address,206.87.123.73,100,51,TRUE,3/24/2023 15:18,R_2R81klBBPJFKApb,,,,,49.4635,-122.822,anonymous,EN,L24 (Wednesday AM),,,TA15,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Absolute G. Best lab TA I could ask for
3/24/2023 17:53,3/24/2023 17:54,IP Address,206.12.71.135,100,26,TRUE,3/24/2023 17:54,R_OQ1pdNZjZGbmBa1,,,,,49.4635,-122.822,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I think she was my favourite TA that I have ever had! She was always kind and easy to approach when I had questions, and worked through them with me by asking about my thought process. I think this really helped solidify some of my understanding with the concepts, as opposed to if I were just given the answers! :)"
3/23/2023 13:45,3/24/2023 19:40,IP Address,207.102.154.43,100,107704,TRUE,3/24/2023 19:40,R_2QYA8NidpVZnFHe,,,,,49.213,-123.0951,anonymous,EN,L24 (Wednesday AM),,,TA7,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I think she was my favourite TA that I have ever had! She was always kind and easy to approach when I had questions, and worked through them with me by asking about my thought process. I think this really helped solidify some of my understanding with the concepts, as opposed to if I were just given the answers! :)"
3/24/2023 11:42,3/24/2023 22:16,IP Address,96.49.28.233,100,38007,TRUE,3/24/2023 22:16,R_2CP5ojDse54125I,,,,,49.2185,-123.034,anonymous,EN,L22 (Tuesday AM),Max Botsis,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,She was very good at correcting mistakes and offering advice in a constructive manner without feeling discouraging or judgmental. I really appreciated her help especially since I’m kind of a disaster in chem labs.
3/25/2023 22:31,3/25/2023 22:31,IP Address,108.180.59.160,100,51,TRUE,3/25/2023 22:31,R_0v8EuFujjxZsXex,,,,,50.1212,-122.9501,anonymous,EN,L24 (Wednesday AM),,,TA18,,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was helpful and non-judgemental
3/22/2023 12:32,3/27/2023 0:33,IP Address,216.232.248.173,100,388901,TRUE,3/27/2023 0:33,R_3scqrz0F9QjMZ8x,,,,,49.2492,-123.1924,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/27/2023 9:29,3/27/2023 9:31,IP Address,24.244.23.22,100,98,TRUE,3/27/2023 9:31,R_1BY6LC8MECPvzRY,,,,,49.2246,-123.0711,anonymous,EN,L24 (Wednesday AM),,,TA8,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Chem labs have always caused a lot of stress for me and having he  as my TA significantly reduced my stress. He never made me feel bad about not knowing something and always made sure to work through my confusion with me in a productive manner. He explained things in a way that made sense to me.
3/27/2023 13:06,3/27/2023 13:07,IP Address,128.189.168.32,100,44,TRUE,3/27/2023 13:07,R_BJmWARg6lxlRbeF,,,,,49.4635,-122.822,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Agree,Agree,Agree,Agree,Agree,
3/27/2023 13:13,3/27/2023 13:15,IP Address,128.189.156.84,100,72,TRUE,3/27/2023 13:15,R_2P6wPSLMBQpULdw,,,,,49.4635,-122.822,anonymous,EN,L23 (Tuesday PM),,TA17,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She was very positive and helpful throughout the experiment. I did feel at times that my questions and confusion during the lab were being critically analyzed and resulted in me losing marks. I understand that the TAs have a specific criteria to follow, so maybe this is too strict as even when I was adequately prepared for the experiment I lost many technique marks. "
3/27/2023 20:32,3/27/2023 20:33,IP Address,128.189.25.33,100,93,TRUE,3/27/2023 20:33,R_1qh26beXry8b8Tx,,,,,49.4635,-122.822,anonymous,EN,L26 (Thursday AM),,,,,TA1,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,"Made labs a lot less stressful as he was always calm, kind, and helpful. I am very glad I had him as my TA"
3/28/2023 10:56,3/28/2023 10:58,IP Address,206.12.14.207,100,155,TRUE,3/28/2023 10:58,R_3ix5qHfkHMAF9vQ,,,,,49.4635,-122.822,anonymous,EN,L25 (Wednesday PM),,,,TA11,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"She has to be the sweetest TA I have ever had in my entire three years of undergraduate studies at UBC. She was always prepared, willing to help no matter how many times you asked the same question, and extremely efficient at problem solving. She made the entire lab session feel less like an evaluated lab and more like a fun time, easing stress off of me and my peers by doing so. She was great and I'm definitely going to miss having her as a TA in the future "
3/28/2023 15:51,3/28/2023 15:54,IP Address,142.103.168.169,100,156,TRUE,3/28/2023 15:54,R_r1sn4XfVz9SOx0d,,,,,49.2574,-123.0319,anonymous,EN,L22 (Tuesday AM),Ilnigar Namat,,,,,,Agree,Agree,Strongly Agree,Agree,Agree,"She  was amazing, the best TA I've had at UBC!!! Super personable, made class fun, asked leading questions to help us understand what we were doing and grasp the contents (as if she were Socrates herself :O !!), always happy to help but not babysitting us, treated all the students nicely, graded fairly, gave helpful feedback, made the lab fun to attend!!! I can't say enough good things, she gets 100% in my book! Give her a bonus or #1 TA medal or both!!!"
3/28/2023 15:43,3/28/2023 15:57,IP Address,75.157.176.91,100,882,TRUE,3/28/2023 15:57,R_2YlE10VuG8N44Vj,,,,,49.1689,-123.1442,anonymous,EN,L25 (Wednesday PM),,,,TA19,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/28/2023 15:54,3/28/2023 15:58,IP Address,142.103.168.169,100,217,TRUE,3/28/2023 15:58,R_1KrvLuBB4chMibN,,,,,49.2574,-123.0319,anonymous,EN,L22 (Tuesday AM),TA23,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"He  was one of the most helpful TA's I have met thus far. He was considerate of his students, and provided helpful advice and guidance to not only allow students to get to the answer, but to expand their critical thinking about the experiment or chemistry in general. "
3/28/2023 20:26,3/28/2023 20:27,IP Address,70.79.233.124,100,52,TRUE,3/28/2023 20:27,R_vlgBu4woIhLhBnj,,,,,49.1617,-123.175,anonymous,EN,L23 (Tuesday PM),,TA16,,,,,Agree,Agree,Agree,Agree,Agree,"I think she was my favourite TA that I have ever had! She was always kind and easy to approach when I had questions, and worked through them with me by asking about my thought process. I think this really helped solidify some of my understanding with the concepts, as opposed to if I were just given the answers! :)"
3/28/2023 20:20,3/28/2023 20:39,IP Address,173.181.52.251,100,1129,TRUE,3/28/2023 20:39,R_2sYDde4c2BkDesl,,,,,49.3164,-123.0572,anonymous,EN,L27 (Thursday PM),,,,,,TA17,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
3/28/2023 19:51,3/28/2023 21:04,IP Address,128.189.252.7,100,4357,TRUE,3/28/2023 21:04,R_2sZHtTDq8GyoB8n,,,,,49.4635,-122.822,anonymous,EN,L27 (Thursday PM),,,,,,TA1,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Absolute G. Best lab TA I could ask for
3/28/2023 21:52,3/28/2023 21:54,IP Address,96.48.64.183,100,82,TRUE,3/28/2023 21:54,R_1Lp4dwLuFI2feoq,,,,,49.222,-122.6181,anonymous,EN,L24 (Wednesday AM),,,TA16,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,'- She was so helpful!! she was effective in asking good questions to engage me and when I didnt know certain answers was very helpful in explaining them. 
3/29/2023 0:25,3/29/2023 0:27,IP Address,75.157.213.63,100,111,TRUE,3/29/2023 0:27,R_1kM17MMpvbMceIG,,,,,49.2624,-123.1604,anonymous,EN,L23 (Tuesday PM),,TA9,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
3/29/2023 10:12,3/29/2023 10:19,IP Address,206.12.14.137,100,422,TRUE,3/29/2023 10:19,R_2QsqfELeiiDCeBm,,,,,49.4635,-122.822,anonymous,EN,L23 (Tuesday PM),,TA6,,,,,Strongly Agree,Agree,Agree,Agree,Agree,"He  was always prepared and able to help, however he wasn't often very willing to help. I would have found 235 labs more achievable if I felt that asking questions or for help would not lead to a lower technique grade. In later labs, He was more willing to help, but overall I wish he had been a bit more enthusiastic."
3/22/2023 11:59,3/22/2023 12:00,IP Address,72.143.216.59,20,6,FALSE,3/29/2023 12:00,R_1hKBOfbzPUxN46B,,,,,,,anonymous,EN,L25 (Wednesday PM),,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"He  was always prepared and able to help, however he wasn't often very willing to help. I would have found 235 labs more achievable if I felt that asking questions or for help would not lead to a lower technique grade. In later labs, He was more willing to help, but overall I wish he had been a bit more enthusiastic."
3/22/2023 12:02,3/22/2023 12:02,IP Address,128.189.152.159,60,21,FALSE,3/29/2023 12:04,R_e5w87Bl3W8r8EH7,,,,,,,anonymous,EN,L23 (Tuesday PM),,TA9,,,,,Agree,Disagree,Neutral,Strongly Agree,Neutral,'- She was so helpful!! she was effective in asking good questions to engage me and when I didnt know certain answers was very helpful in explaining them. 
3/22/2023 12:04,3/22/2023 12:04,IP Address,128.189.24.47,20,9,FALSE,3/29/2023 12:06,R_4ZXOguaT33Jzxqp,,,,,,,anonymous,EN,L23 (Tuesday PM),,,,,,,Stongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,
