StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q16,Q14,Q17,Q1,Q2,Q3,Q4,Q5,Q6
11/30/2023 15:03,11/30/2023 15:06,IP Address,72.143.237.96,100,184,TRUE,11/30/2023 15:06,R_241yeMwrtuyRK3f,,,,,49.282,-123.1103,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:02,11/30/2023 15:06,IP Address,128.189.213.80,100,203,TRUE,11/30/2023 15:06,R_3RadY8NYow5gwL5,,,,,49.2492,-123.1924,anonymous,EN,L17 (Thursday PM),TA2,,,Agree,Agree,Agree,Agree,Agree,
11/30/2023 15:03,11/30/2023 15:06,IP Address,24.244.23.251,100,177,TRUE,11/30/2023 15:06,R_3CBD8X3boLW9QW4,,,,,49.2372,-123.037,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The best TA! 
11/30/2023 15:03,11/30/2023 15:06,IP Address,128.189.254.93,100,160,TRUE,11/30/2023 15:06,R_2X11hTGzzsWgoYp,,,,,49.4645,-122.84,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,She was always clear with instructions and was a super nice TA
11/30/2023 15:03,11/30/2023 15:06,IP Address,128.189.225.47,100,148,TRUE,11/30/2023 15:06,R_xxECY2JiuSgplSx,,,,,49.4645,-122.84,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:03,11/30/2023 15:06,IP Address,209.52.88.194,100,178,TRUE,11/30/2023 15:06,R_d0enKsuhrs9eGch,,,,,49.2732,-123.0124,anonymous,EN,L17 (Thursday PM),TA2,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
11/30/2023 15:03,11/30/2023 15:06,IP Address,206.12.65.80,100,196,TRUE,11/30/2023 15:06,R_eJTEyO2HPLuCDQZ,,,,,49.2462,-123.108,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
11/30/2023 15:02,11/30/2023 15:06,IP Address,128.189.65.70,100,224,TRUE,11/30/2023 15:06,R_ULmuo2hSqFko2Yh,,,,,49.2476,-123.1234,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:02,11/30/2023 15:06,IP Address,128.189.217.167,100,219,TRUE,11/30/2023 15:06,R_3rSV7aAF4eh169t,,,,,49.2293,-123.1882,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
11/30/2023 15:03,11/30/2023 15:06,IP Address,128.189.196.55,100,197,TRUE,11/30/2023 15:06,R_RfUPYEiHSbBJJOF,,,,,49.2492,-123.1924,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:04,11/30/2023 15:06,IP Address,128.189.157.220,100,144,TRUE,11/30/2023 15:06,R_24dZK5lanV10eep,,,,,49.2492,-123.1924,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:05,11/30/2023 15:06,IP Address,206.12.44.29,100,68,TRUE,11/30/2023 15:06,R_3Eo0GR27g0UoNw4,,,,,49.2185,-123.034,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:03,11/30/2023 15:06,IP Address,128.189.88.44,100,193,TRUE,11/30/2023 15:06,R_1gFPcD3zxIIDDdS,,,,,49.2492,-123.1924,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The best TA! 
11/30/2023 15:04,11/30/2023 15:07,IP Address,206.12.161.132,100,158,TRUE,11/30/2023 15:07,R_25ygqlky4qXRwOO,,,,,49.2556,-123.062,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,She was always clear with instructions and was a super nice TA
11/30/2023 15:05,11/30/2023 15:07,IP Address,128.189.136.6,100,97,TRUE,11/30/2023 15:07,R_vxxlB3Du0kK08oN,,,,,49.2476,-123.1234,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:04,11/30/2023 15:07,IP Address,128.189.153.246,100,156,TRUE,11/30/2023 15:07,R_1qaj9BoNUqvNiHr,,,,,49.2311,-122.956,anonymous,EN,L18 (Friday AM),,TA4,,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
11/30/2023 15:03,11/30/2023 15:07,IP Address,128.189.241.157,100,258,TRUE,11/30/2023 15:07,R_3fw0FwOMOjCqp1Y,,,,,49.2624,-123.1604,anonymous,EN,L17 (Thursday PM),TA1,,,Agree,Agree,Agree,Agree,Agree,She was very kind and understanding at all times.
11/30/2023 15:04,11/30/2023 15:07,IP Address,206.12.14.30,100,172,TRUE,11/30/2023 15:07,R_42YUbgnb9Bstc5z,,,,,49.2293,-123.1882,anonymous,EN,L17 (Thursday PM),TA3,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:03,11/30/2023 15:07,IP Address,128.189.145.149,100,238,TRUE,11/30/2023 15:07,R_1g6ma1MM5yxDdYQ,,,,,49.282,-123.1103,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
11/30/2023 15:02,11/30/2023 15:07,IP Address,206.87.117.67,100,301,TRUE,11/30/2023 15:07,R_ZJma4JDLN6iXYWZ,,,,,49.2556,-123.062,anonymous,EN,L17 (Thursday PM),TA2,,,Agree,Agree,Strongly Agree,Agree,Agree,
11/30/2023 15:05,11/30/2023 15:08,IP Address,206.12.14.13,100,190,TRUE,11/30/2023 15:08,R_RJNbQ6RqfoGVgM9,,,,,49.2293,-123.1882,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
11/30/2023 15:03,11/30/2023 15:08,IP Address,128.189.242.39,100,293,TRUE,11/30/2023 15:08,R_Usf4z6xF3SqAjhn,,,,,49.2476,-123.1234,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
11/30/2023 15:03,11/30/2023 15:09,IP Address,128.189.154.214,100,350,TRUE,11/30/2023 15:09,R_1l0gB3XfGI7HsYM,,,,,49.2624,-123.1604,anonymous,EN,L17 (Thursday PM),TA1,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,
11/30/2023 15:03,11/30/2023 15:10,IP Address,206.87.127.71,100,413,TRUE,11/30/2023 15:10,R_XQV9a6Bwqa87uXT,,,,,49.2584,-123.1456,anonymous,EN,L17 (Thursday PM),TA1,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
11/30/2023 15:02,11/30/2023 15:10,IP Address,206.87.123.142,100,438,TRUE,11/30/2023 15:10,R_1hWpp9ds1jHrXPR,,,,,49.2584,-123.1456,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
11/30/2023 16:51,11/30/2023 16:56,IP Address,206.87.219.97,100,296,TRUE,11/30/2023 16:56,R_3sssLpzgmJIb2wQ,,,,,49.2476,-123.1234,anonymous,EN,L17 (Thursday PM),TA2,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,
12/1/2023 0:43,12/1/2023 0:43,IP Address,205.250.100.57,100,26,TRUE,12/1/2023 0:43,R_3gZeHZcRmemYpOB,,,,,49.2732,-123.0124,anonymous,EN,L17 (Thursday PM),TA1,,,Agree,Strongly Agree,Neutral,Agree,Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 2:51,12/1/2023 2:52,IP Address,128.189.240.220,100,36,TRUE,12/1/2023 2:52,R_2118qv9XDdo8ITU,,,,,49.2372,-123.037,anonymous,EN,L17 (Thursday PM),TA2,,,Agree,Agree,Neutral,Neutral,Agree,
12/1/2023 10:05,12/1/2023 10:05,IP Address,128.189.74.245,100,32,TRUE,12/1/2023 10:05,R_2aIURAJFHH4hzFx,,,,,49.2666,-123.1976,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Agree,Agree,Agree,Agree,
12/1/2023 10:05,12/1/2023 10:05,IP Address,128.189.65.133,100,43,TRUE,12/1/2023 10:05,R_u9yDUketue8T3Xz,,,,,49.2476,-123.1234,anonymous,EN,L18 (Friday AM),,TA4,,Agree,Agree,Agree,Agree,Agree,
12/1/2023 10:05,12/1/2023 10:06,IP Address,128.189.211.239,100,62,TRUE,12/1/2023 10:06,R_1hDX4DQcCpzOKAC,,,,,49.2492,-123.1924,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 10:05,12/1/2023 10:06,IP Address,128.189.24.53,100,55,TRUE,12/1/2023 10:06,R_3fTdGNhFWrBNfIN,,,,,49.2643,-123.0961,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:06,IP Address,128.189.84.228,100,56,TRUE,12/1/2023 10:06,R_2DUZPpt2M0NzQHy,,,,,49.2574,-123.0319,anonymous,EN,L18 (Friday AM),,TA3,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 10:05,12/1/2023 10:06,IP Address,206.12.160.129,100,45,TRUE,12/1/2023 10:06,R_22RlDZMvNSpg8K0,,,,,49.2155,-123.1427,anonymous,EN,L18 (Friday AM),,TA7,,Agree,Agree,Agree,Strongly Agree,Agree,She was very kind and understanding at all times.
12/1/2023 10:05,12/1/2023 10:06,IP Address,128.189.196.225,100,90,TRUE,12/1/2023 10:06,R_55SR98TqqQBPBC1,,,,,49.2492,-123.1924,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,
12/1/2023 10:05,12/1/2023 10:06,IP Address,128.189.27.33,100,85,TRUE,12/1/2023 10:06,R_1mIbB92esCgeRdL,,,,,49.2526,-123.1236,anonymous,EN,L18 (Friday AM),,TA3,,Agree,Agree,Agree,Agree,Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 10:05,12/1/2023 10:06,IP Address,206.12.166.199,100,103,TRUE,12/1/2023 10:06,R_1FnAuY9q0mwRVTj,,,,,49.2476,-123.1234,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:06,IP Address,206.12.143.123,100,114,TRUE,12/1/2023 10:06,R_3qjKIlYIaLyATwg,,,,,49.2492,-123.1924,anonymous,EN,L18 (Friday AM),,TA3,,Agree,Agree,Strongly Agree,Agree,Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,206.87.194.131,100,125,TRUE,12/1/2023 10:07,R_PUSb78JjcK2WK2Z,,,,,49.2574,-123.0319,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,104.28.116.17,100,119,TRUE,12/1/2023 10:07,R_3P4ETsmGN380mme,,,,,49.2476,-123.1234,anonymous,EN,L18 (Friday AM),,TA3,,Agree,Agree,Agree,Agree,Agree,She was always clear with instructions and was a super nice TA
12/1/2023 10:05,12/1/2023 10:07,IP Address,72.143.223.216,100,108,TRUE,12/1/2023 10:07,R_1GIeJmDluCu42eX,,,,,49.245,-123.1337,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,184.151.230.26,100,146,TRUE,12/1/2023 10:07,R_31BM9lj0xUVOUxd,,,,,49.2185,-123.034,anonymous,EN,L18 (Friday AM),,TA7,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 10:05,12/1/2023 10:07,IP Address,206.12.67.131,100,121,TRUE,12/1/2023 10:07,R_3isYbifNm0kaXLm,,,,,49.2584,-123.1456,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
12/1/2023 10:05,12/1/2023 10:07,IP Address,128.189.81.21,100,139,TRUE,12/1/2023 10:07,R_3dZRJgCh1DWRxK1,,,,,49.2666,-123.1976,anonymous,EN,L18 (Friday AM),,TA7,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,128.189.209.183,100,154,TRUE,12/1/2023 10:07,R_3PRI6Tg6mvo1biE,,,,,49.2825,-123.1291,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 10:05,12/1/2023 10:07,IP Address,128.189.95.167,100,155,TRUE,12/1/2023 10:07,R_Wed0lCz3sYRO8M1,,,,,49.2155,-123.1427,anonymous,EN,L18 (Friday AM),,TA7,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,128.189.131.170,100,155,TRUE,12/1/2023 10:07,R_27QleI9cuK5vtTA,,,,,49.2643,-123.0961,anonymous,EN,L18 (Friday AM),,TA7,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:07,IP Address,206.87.233.101,100,134,TRUE,12/1/2023 10:07,R_3GDmkkBjDqpw7W8,,,,,49.2246,-123.0711,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,
12/1/2023 10:05,12/1/2023 10:08,IP Address,206.12.46.209,100,147,TRUE,12/1/2023 10:08,R_1rPyrJwbP1VLm0n,,,,,49.213,-123.0951,anonymous,EN,L18 (Friday AM),,TA4,,Agree,Agree,Agree,Agree,Agree,The best TA! 
12/1/2023 10:05,12/1/2023 10:08,IP Address,206.12.163.64,100,155,TRUE,12/1/2023 10:08,R_33rOw7B3mFXDgiL,,,,,49.2556,-123.062,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 10:05,12/1/2023 10:08,IP Address,128.189.128.5,100,185,TRUE,12/1/2023 10:08,R_1hKcBo8AHfbpqQg,,,,,49.2359,-123.153,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,
12/1/2023 10:05,12/1/2023 10:08,IP Address,206.87.115.40,100,209,TRUE,12/1/2023 10:08,R_3lMk6WMAw1rTJEV,,,,,49.2492,-123.1924,anonymous,EN,L18 (Friday AM),,TA3,,Agree,Agree,Agree,Disagree,Agree,She was always clear with instructions and was a super nice TA
12/1/2023 10:05,12/1/2023 10:08,IP Address,128.189.143.71,100,231,TRUE,12/1/2023 10:08,R_OIjKH41wpvZxGjn,,,,,49.4645,-122.84,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,
12/1/2023 10:05,12/1/2023 10:09,IP Address,206.87.215.23,100,232,TRUE,12/1/2023 10:09,R_22rm97avkydvMe8,,,,,49.2765,-123.1247,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 10:08,12/1/2023 10:10,IP Address,206.87.108.64,100,117,TRUE,12/1/2023 10:10,R_3M9HRS7hLDYTQ6Z,,,,,49.2526,-123.1236,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was very kind and understanding at all times.
12/1/2023 10:05,12/1/2023 10:10,IP Address,206.87.118.179,100,282,TRUE,12/1/2023 10:10,R_1di9YaHqWmCnYBU,,,,,49.2624,-123.1604,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,
12/1/2023 10:07,12/1/2023 10:10,IP Address,209.52.88.215,100,193,TRUE,12/1/2023 10:10,R_2SpEzBV7e1DS8aE,,,,,49.2732,-123.0124,anonymous,EN,L18 (Friday AM),,TA7,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,She was always clear with instructions and was a super nice TA
12/1/2023 10:06,12/1/2023 10:10,IP Address,24.114.41.109,100,285,TRUE,12/1/2023 10:10,R_3jSD1eQPZiDmUhT,,,,,49.0823,-122.771,anonymous,EN,L18 (Friday AM),,TA3,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,
12/1/2023 10:08,12/1/2023 10:10,IP Address,206.87.234.127,100,162,TRUE,12/1/2023 10:10,R_3CUAcMznl6jJmEp,,,,,49.2624,-123.1604,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,He gave good criticism that helped me develop my lab skills. From his criticism I recognized errors in my work and weaknesses when performing practical activities. Overall a very good TA and I was very lucky to be in the B group
12/1/2023 10:05,12/1/2023 10:10,IP Address,206.87.212.32,100,341,TRUE,12/1/2023 10:10,R_3Jy1UvAbi6BeJ5g,,,,,49.2293,-123.1882,anonymous,EN,L18 (Friday AM),,TA4,,Agree,Agree,Agree,Agree,Agree,She was very kind and understanding at all times.
12/1/2023 10:05,12/1/2023 10:13,IP Address,206.87.239.205,100,483,TRUE,12/1/2023 10:13,R_3hb6VLv689JGxfW,,,,,49.2293,-123.1882,anonymous,EN,L18 (Friday AM),,TA4,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 13:33,12/1/2023 13:40,IP Address,128.189.64.212,100,365,TRUE,12/1/2023 13:40,R_33jncP0V05i1JrT,,,,,49.2643,-123.0961,anonymous,EN,L18 (Friday AM),,TA7,,Disagree,Agree,Agree,Agree,Agree,Was always helpful when I asked him any questions. He was always respectful with all of us as well. 
12/1/2023 13:01,12/1/2023 14:17,IP Address,206.12.162.47,100,4581,TRUE,12/1/2023 14:17,R_1exdk5lCsuQiiCy,,,,,49.2293,-123.1882,anonymous,EN,L18 (Friday AM),,TA7,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
12/1/2023 14:22,12/1/2023 14:23,IP Address,128.189.217.105,100,63,TRUE,12/1/2023 14:23,R_1GyvT5caxXfpING,,,,,49.2293,-123.1882,anonymous,EN,L18 (Friday AM),,TA7,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,
